REPORT_NUM,IYEAR,SIGNIFICAN,CAUSE,latitude,longitude,ONSHORE_ST,TOTAL_COST,PIPE_DIAME,MATERIAL_I,INSTALLATI,SYSTEM_PAR,HubDist,eq_count,eq_max_mag,eq_avg_depth,pipe_type
20140289,2014,YES,NATURAL FORCE DAMAGE,41.126883,-104.791108,WY,6000,,CARBON STEEL,1971,"ONSHORE BREAKOUT TANK OR STORAGE VESSEL, INCLUDING ATTACHED APPURTENANCES",126278.19061022594,0,0.0,0.0,hazardous_liquid
20110321,2011,NO,CORROSION FAILURE,35.296047,-119.160719,CA,12250,,,,"ONSHORE PIPELINE, INCLUDING VALVE SITES",16566.211718508897,32,4.27,13.037062500000001,hazardous_liquid
20220171,2022,NO,INCORRECT OPERATION,28.93435,-90.18049,,2500,12.0,CARBON STEEL,1976,"OFFSHORE PIPELINE, INCLUDING RISER AND RISER BEND",999909.3832118564,0,0.0,0.0,hazardous_liquid
20210253,2021,YES,MATERIAL FAILURE OF PIPE OR WELD,47.049767,-93.117102,MN,488473,18.0,CARBON STEEL,1950,"ONSHORE PIPELINE, INCLUDING VALVE SITES",881235.1463960512,1,3.3,5.0,hazardous_liquid
20100137,2010,NO,EQUIPMENT FAILURE,33.59667,-81.95333,SC,26885,,CARBON STEEL,1992,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,1510529.3900046558,1915,5.7,5.30116501305483,hazardous_liquid
20110149,2011,NO,EQUIPMENT FAILURE,30.32637,-93.35268,LA,541,,CARBON STEEL,2010,"ONSHORE PIPELINE, INCLUDING VALVE SITES",672526.4750380446,4,4.2,5.4375,hazardous_liquid
20140438,2014,NO,INCORRECT OPERATION,46.69354,-92.049,WI,41878,,CARBON STEEL,2014,ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,1244120.962270925,14,3.3,4.692142857142857,hazardous_liquid
20110334,2011,NO,CORROSION FAILURE,28.804167,-96.793611,TX,45240,,,,"ONSHORE PIPELINE, INCLUDING VALVE SITES",671376.6899742273,1,2.9,3.12,hazardous_liquid
20200104,2020,NO,EQUIPMENT FAILURE,27.908308,-97.417746,TX,36733,,CARBON STEEL,2019,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,580068.2779503943,1,3.9,5.0,hazardous_liquid
20120021,2010,NO,INCORRECT OPERATION,37.803255,-96.873398,KS,8867,,,,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,305509.2071922679,3551,5.8,5.492065615319628,hazardous_liquid
20140123,2014,NO,EQUIPMENT FAILURE,43.14017,-93.35353,IA,15050,,,,ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,874995.941466017,17,4.6,4.616470588235295,hazardous_liquid
20150306,2015,NO,MATERIAL FAILURE OF PIPE OR WELD,36.49701,-107.74874,NM,19052,,CARBON STEEL,1983,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,79803.15295341784,0,0.0,0.0,hazardous_liquid
20100040,2010,NO,EQUIPMENT FAILURE,30.54741,-90.16677,LA,4215,,CARBON STEEL,,ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,891467.906275562,1915,5.7,5.30116501305483,hazardous_liquid
20170042,2017,NO,EQUIPMENT FAILURE,36.734815,-107.966102,NM,17409,,CARBON STEEL,2007,ONSHORE COMPRESSOR STATION EQUIPMENT AND PIPING,109484.10147563303,0,0.0,0.0,gas
20220032,2022,NO,EQUIPMENT FAILURE,41.40089,-80.28235,PA,2954,,MATERIAL OTHER THAN CARBON STEEL OR PLASTIC,1989,ONSHORE REGULATOR/METERING STATION EQUIPMENT AND PIPING,1741962.76008289,4,3.2,6.05,gas
20150065,2015,YES,CORROSION FAILURE,28.506467,-91.101507,,311405,12.0,CARBON STEEL,1970,"OFFSHORE PIPELINE, INCLUDING RISER AND RISER BEND",968922.2093999272,0,0.0,0.0,gas
20140096,2014,YES,MATERIAL FAILURE OF PIPE OR WELD,34.072025,-113.612147,AZ,131676,30.0,CARBON STEEL,1950,"ONSHORE PIPELINE, INCLUDING VALVE SITES",91540.4145018416,0,0.0,0.0,gas
20210164,2021,YES,CORROSION FAILURE,31.95389,-103.7217,TX,522275,12.0,CARBON STEEL,2016,"ONSHORE PIPELINE, INCLUDING VALVE SITES",108528.02637069744,289,3.9,5.003940138408304,hazardous_liquid
20240101,2024,NO,INCORRECT OPERATION,39.380226,-122.03241,CA,107713,,CARBON STEEL,2024,"BELOWGROUND STORAGE, INCLUDING ASSOCIATED EQUIPMENT AND PIPING",55380.18421802037,29,3.86,26.665137931034483,gas
20160069,2016,YES,CORROSION FAILURE,34.32184,-100.24492,TX,368240,10.0,CARBON STEEL,1927,"ONSHORE PIPELINE, INCLUDING VALVE SITES",147593.02914308678,4,2.8,5.7975,hazardous_liquid
20210159,2021,NO,CORROSION FAILURE,32.530329,-100.829707,TX,10000,,CARBON STEEL,2015,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,323832.9541770262,3,2.8,5.583333333333333,hazardous_liquid
20160236,2016,YES,MATERIAL FAILURE OF PIPE OR WELD,39.772846,-91.565859,MO,32599,,CARBON STEEL,2000,"ONSHORE PIPELINE, INCLUDING VALVE SITES",819157.3483427108,3,3.2,14.783333333333333,hazardous_liquid
20190090,2019,YES,EXCAVATION DAMAGE,38.57622,-83.46743,KY,313326,6.0,CARBON STEEL,1995,"ONSHORE PIPELINE, INCLUDING VALVE SITES",1391701.3262828453,0,0.0,0.0,gas
20140113,2014,NO,CORROSION FAILURE,38.002629,-86.064903,IN,70588,4.0,CARBON STEEL,1992,"BELOWGROUND STORAGE, INCLUDING ASSOCIATED EQUIPMENT AND PIPING",1155811.2253884566,106,4.4,5.922216981132076,gas
20250149,2025,YES,EQUIPMENT FAILURE,35.01673079,-81.68385561,SC,737175,,MATERIAL OTHER THAN CARBON STEEL,1977,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,1517637.379438043,1915,5.7,5.30116501305483,hazardous_liquid
20180009,2017,NO,INCORRECT OPERATION,39.632548,-87.284127,IN,662,,CARBON STEEL,UNKNOWN,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,1118805.6701105477,3,3.3,8.93,hazardous_liquid
20240021,2023,YES,CORROSION FAILURE,41.66647,-83.47099,OH,4397727,10.75,CARBON STEEL,1963,"ONSHORE PIPELINE, INCLUDING VALVE SITES",1507584.1531640964,3,3.3,8.93,hazardous_liquid
20120022,2011,NO,EQUIPMENT FAILURE,29.750786,-95.209372,TX,1630,,,,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,622507.7647380548,20,3.3,4.765,hazardous_liquid
20190232,2019,NO,EQUIPMENT FAILURE,30.00589,-93.97616,TX,14840,,CARBON STEEL,2017,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,661642.0555436854,0,0.0,0.0,hazardous_liquid
20110381,2011,YES,CORROSION FAILURE,29.878864,-93.986341,TX,2582100,16.0,CARBON STEEL,2010,"ONSHORE PIPELINE, INCLUDING VALVE SITES",672395.0542797566,20,3.3,4.765,hazardous_liquid
20130312,2013,NO,INCORRECT OPERATION,30.20382,-97.87389,TX,33800,,CARBON STEEL,,"ONSHORE PIPELINE, INCLUDING VALVE SITES",502378.33856670285,21,3.3,4.776190476190476,hazardous_liquid
20150359,2015,NO,EQUIPMENT FAILURE,32.0126,-102.02798,TX,8600,,MATERIAL OTHER THAN CARBON STEEL,2015,ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,272744.3547012866,124,4.8,5.362785483870968,hazardous_liquid
20220244,2022,NO,INCORRECT OPERATION,29.745756,-95.202529,TX,2597,,CARBON STEEL,2013,ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,623305.4471296943,20,3.3,4.765,hazardous_liquid
20210050,2021,NO,INCORRECT OPERATION,42.607755,-83.56918,MI,36464,,CARBON STEEL,UNKNOWN,"ONSHORE PIPELINE, INCLUDING VALVE SITES",1549113.977389546,2,2.6,0.725,gas
20100100,2010,NO,INCORRECT OPERATION,46.8197,-95.1489,MN,66679,,CARBON STEEL,,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,737720.4132609115,1,3.3,5.0,hazardous_liquid
20150008,2014,NO,OTHER INCIDENT CAUSE,29.751603,-95.803775,TX,581,,MATERIAL OTHER THAN CARBON STEEL OR PLASTIC,2014,ONSHORE COMPRESSOR STATION EQUIPMENT AND PIPING,598326.1933801265,0,0.0,0.0,gas
20130175,2013,NO,EQUIPMENT FAILURE,33.826786,-98.638556,TX,825,,,,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,105369.89131177684,3299,5.8,5.651424067899363,hazardous_liquid
20120055,2012,YES,EXCAVATION DAMAGE,42.257145,-90.647173,IA,629780,16.0,CARBON STEEL,1996,"ONSHORE PIPELINE, INCLUDING VALVE SITES",990171.3143949041,1613,5.8,5.39891382517049,gas
20200074,2020,NO,EQUIPMENT FAILURE,37.758777,-92.67267,MO,7028,,CARBON STEEL,UNKNOWN,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,607839.6136919126,1915,5.7,5.30116501305483,hazardous_liquid
20150314,2015,NO,MATERIAL FAILURE OF PIPE OR WELD,30.528648,-91.746802,LA,12775,2.0,CARBON STEEL,1968,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,769957.6604376255,1,4.2,4.75,hazardous_liquid
20160317,2016,YES,CORROSION FAILURE,31.821045,-106.209621,TX,583099,,CARBON STEEL,2009,"ONSHORE BREAKOUT TANK OR STORAGE VESSEL, INCLUDING ATTACHED APPURTENANCES",2597.542764336851,22,4.1,4.8999999999999995,hazardous_liquid
20140115,2014,YES,OTHER INCIDENT CAUSE,30.49334,-91.19874,LA,1000327,10.75,CARBON STEEL,1946,"ONSHORE PIPELINE, INCLUDING VALVE SITES",813892.2232519732,0,0.0,0.0,gas
20160071,2016,NO,EQUIPMENT FAILURE,41.11988,-91.647847,IA,4092,,CARBON STEEL,1997,"ONSHORE PIPELINE, INCLUDING VALVE SITES",920248.5704031333,3,3.2,14.783333333333333,hazardous_liquid
20240110,2024,YES,EQUIPMENT FAILURE,32.525758,-86.929988,AL,56589,,CARBON STEEL,UNKNOWN,ONSHORE COMPRESSOR STATION EQUIPMENT AND PIPING,1081662.4746751408,65,3.6,5.786723076923077,gas
20200018,2020,NO,EQUIPMENT FAILURE,29.974034,-91.809304,LA,92852,,CARBON STEEL,1931,"ONSHORE PIPELINE, INCLUDING VALVE SITES",805425.2232446038,0,0.0,0.0,gas
20130030,2013,YES,CORROSION FAILURE,28.551,-91.67917,,449520,24.0,CARBON STEEL,,"OFFSHORE PIPELINE, INCLUDING RISER AND RISER BEND",927479.3242835224,0,0.0,0.0,gas
20240087,2024,NO,INCORRECT OPERATION,32.5352,-100.8419,TX,5658,,CARBON STEEL,2018,ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,324049.1181645623,72,4.3,4.587083333333333,hazardous_liquid
20220238,2022,NO,INCORRECT OPERATION,29.7474,-95.1276,TX,15040,,CARBON STEEL,1992,ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,626474.4646063693,20,3.3,4.765,hazardous_liquid
20170433,2017,NO,EQUIPMENT FAILURE,40.5768,-74.2491,NJ,66040,,MATERIAL OTHER THAN CARBON STEEL,2016,ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,2211681.9990088777,78,3.9,8.06423076923077,hazardous_liquid
20170109,2017,NO,EQUIPMENT FAILURE,28.945513,-95.424374,TX,260,,CARBON STEEL,2014,ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,694972.5727200999,1,2.9,3.12,hazardous_liquid
20190330,2019,NO,INCORRECT OPERATION,35.3191,-106.4336,NM,7406,,CARBON STEEL,2007,"ONSHORE PIPELINE, INCLUDING VALVE SITES",398.83689092356735,0,0.0,0.0,hazardous_liquid
20180073,2018,NO,EQUIPMENT FAILURE,35.7815,-97.2378,OK,589,,MATERIAL OTHER THAN CARBON STEEL,2017,"ONSHORE PIPELINE, INCLUDING VALVE SITES",153078.19470634277,3299,5.8,5.651424067899363,hazardous_liquid
20190054,2019,NO,EQUIPMENT FAILURE,35.979805,-84.228667,TN,8720,,CARBON STEEL,2016,"ABOVEGROUND STORAGE, INCLUDING ASSOCIATED EQUIPMENT AND PIPING",1285330.6381050476,5,3.3,0.03,gas
20150152,2015,NO,EQUIPMENT FAILURE,29.71897,-95.1793,TX,35000,,MATERIAL OTHER THAN CARBON STEEL,UNKNOWN,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,626972.4083145462,20,3.3,4.765,hazardous_liquid
20130350,2013,YES,INCORRECT OPERATION,35.265278,-101.890833,TX,104500,,CARBON STEEL,2013,ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,268955.05816013884,4,2.8,5.7975,hazardous_liquid
20150363,2015,YES,EQUIPMENT FAILURE,33.771038,-118.225012,CA,15500,,MATERIAL OTHER THAN CARBON STEEL,2015,"ONSHORE PIPELINE, INCLUDING VALVE SITES",4746.486885272946,314,4.8,9.119977707006369,hazardous_liquid
20100258,2010,YES,EXCAVATION DAMAGE,33.811699,-118.180656,CA,765000,10.75,CARBON STEEL,1960,"ONSHORE PIPELINE, INCLUDING VALVE SITES",352.4047740190039,314,4.8,9.119977707006369,hazardous_liquid
20120303,2012,NO,MATERIAL FAILURE OF PIPE OR WELD,33.8000022,-118.233913,CA,93318,,CARBON STEEL,1998,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,7780.046460647128,314,4.8,9.119977707006369,hazardous_liquid
20120002,2011,NO,EQUIPMENT FAILURE,38.38840127,-96.20767675,KS,4806,,CARBON STEEL,1987,ONSHORE REGULATOR/METERING STATION EQUIPMENT AND PIPING,377510.78739559784,1613,5.8,5.39891382517049,gas
20130017,2012,NO,INCORRECT OPERATION,48.284494,-102.926272,ND,77332,,CARBON STEEL,2012,ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,133424.52170064262,1,3.3,5.0,hazardous_liquid
20150324,2015,NO,OTHER ACCIDENT CAUSE,29.422303,-95.140306,TX,0,,CARBON STEEL,UNKNOWN,"ONSHORE BREAKOUT TANK OR STORAGE VESSEL, INCLUDING ATTACHED APPURTENANCES",658066.4446513017,1,2.9,3.12,hazardous_liquid
20240010,2024,YES,MATERIAL FAILURE OF PIPE OR WELD,31.76842,-94.14313,TX,679330,16.0,CARBON STEEL,1924,"ONSHORE PIPELINE, INCLUDING VALVE SITES",506461.60094115935,19,3.2,6.777894736842105,gas
20160111,2016,NO,EQUIPMENT FAILURE,41.414332,-87.988991,IL,13710,,CARBON STEEL,1974,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,1169514.0574988422,3,3.2,14.783333333333333,hazardous_liquid
20140147,2014,NO,EQUIPMENT FAILURE,33.616375,-85.778931,AL,6528,,,,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,1159837.5428731535,1915,5.7,5.30116501305483,hazardous_liquid
20130319,2013,YES,OTHER ACCIDENT CAUSE,37.79193,-96.88026,KS,10880,6.625,CARBON STEEL,1977,"ONSHORE PIPELINE, INCLUDING VALVE SITES",304710.14910923905,3551,5.8,5.492065615319628,hazardous_liquid
20220078,2022,NO,EQUIPMENT FAILURE,26.446733,-98.041017,TX,29675,,CARBON STEEL,UNKNOWN,"ONSHORE PIPELINE, INCLUDING VALVE SITES",592534.5140131563,1,3.9,5.0,gas
20200084,2020,NO,CORROSION FAILURE,42.471576,-94.041393,IA,28382,2.375,CARBON STEEL,1931,"ONSHORE PIPELINE, INCLUDING VALVE SITES",782635.1094742651,0,0.0,0.0,gas
20190217,2019,NO,EQUIPMENT FAILURE,42.866095,-106.417519,WY,7780,,CARBON STEEL,1952,"ONSHORE BREAKOUT TANK OR STORAGE VESSEL, INCLUDING ATTACHED APPURTENANCES",86202.8727760743,42,3.51,6.634285714285714,hazardous_liquid
20120049,2012,YES,EXCAVATION DAMAGE,33.20242,-92.65195,AR,42532,6.625,CARBON STEEL,1931,"ONSHORE PIPELINE, INCLUDING VALVE SITES",547927.9979696136,1915,5.7,5.30116501305483,hazardous_liquid
20240097,2024,NO,EQUIPMENT FAILURE,40.012637,-80.118278,PA,9714,,CARBON STEEL,2019,ONSHORE COMPRESSOR STATION EQUIPMENT AND PIPING,1710504.9127802525,3,2.8,3.7100000000000004,gas
20160181,2016,YES,EQUIPMENT FAILURE,29.715674,-95.178747,TX,138850,,CARBON STEEL,1972,"ONSHORE BREAKOUT TANK OR STORAGE VESSEL, INCLUDING ATTACHED APPURTENANCES",627321.9822572905,20,3.3,4.765,hazardous_liquid
20180124,2018,YES,OTHER OUTSIDE FORCE DAMAGE,42.6359249,-114.772749,ID,3442000,8.0,CARBON STEEL,1950,"ONSHORE PIPELINE, INCLUDING VALVE SITES",17876.736665128392,42,3.51,6.634285714285714,hazardous_liquid
20210071,2021,YES,CORROSION FAILURE,38.842588,-98.07396,KS,860396,30.0,CARBON STEEL,1966,"ONSHORE PIPELINE, INCLUDING VALVE SITES",257629.86233197953,0,0.0,0.0,gas
20130045,2013,NO,INCORRECT OPERATION,38.73302,-77.19229,VA,20100,,,,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,1932579.0705442734,78,3.9,8.06423076923077,hazardous_liquid
20100163,2010,YES,EXCAVATION DAMAGE,33.53866,-82.53516,GA,524275,8.625,CARBON STEEL,1961,"ONSHORE PIPELINE, INCLUDING VALVE SITES",1458284.0073839072,1915,5.7,5.30116501305483,hazardous_liquid
20210110,2021,NO,EQUIPMENT FAILURE,32.50209,-94.84941,TX,15130,,MATERIAL OTHER THAN CARBON STEEL,1932,ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,403140.7278192219,1,4.2,4.75,hazardous_liquid
20200027,2020,YES,EQUIPMENT FAILURE,38.372904,-97.782311,KS,2247,,CARBON STEEL,UNKNOWN,ONSHORE EQUIPMENT AND PIPING ASSOCIATED WITH BELOWGROUND STORAGE,249280.9280048102,3551,5.8,5.492065615319628,hazardous_liquid
20100001,2010,YES,NATURAL FORCE DAMAGE,35.67235,-99.27199,OK,173889,,MATERIAL OTHER THAN CARBON STEEL OR PLASTIC,1990,ONSHORE COMPRESSOR STATION EQUIPMENT AND PIPING,94473.476375535,956,4.4,5.938209205020921,gas
20190201,2019,NO,EQUIPMENT FAILURE,32.56314783,-99.78808901,TX,20065,,CARBON STEEL,UNKNOWN,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,274536.837521931,0,0.0,0.0,hazardous_liquid
20110209,2011,NO,EQUIPMENT FAILURE,38.08131,-97.85245,KS,25030,,,,"ONSHORE PIPELINE, INCLUDING VALVE SITES",230280.61415470953,3551,5.8,5.492065615319628,hazardous_liquid
20170428,2017,NO,INCORRECT OPERATION,43.66692,-105.06688,WY,20000,,CARBON STEEL,2017,ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,222134.00887368512,1110,4.0,0.008468468468468469,hazardous_liquid
20170273,2017,NO,EQUIPMENT FAILURE,43.629243,-83.98516,MI,11100,,MATERIAL OTHER THAN CARBON STEEL,2017,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,1580069.9573280688,3,3.2,14.783333333333333,hazardous_liquid
20160237,2016,YES,NATURAL FORCE DAMAGE,30.542863,-91.191888,LA,2189705,,MATERIAL OTHER THAN CARBON STEEL,UNKNOWN,"ONSHORE PIPELINE, INCLUDING VALVE SITES",811130.0686965894,0,0.0,0.0,hazardous_liquid
20180280,2018,NO,EQUIPMENT FAILURE,34.87118,-105.93844,NM,776,,MATERIAL OTHER THAN CARBON STEEL,2006,"ONSHORE PIPELINE, INCLUDING VALVE SITES",16815.019051156032,0,0.0,0.0,hazardous_liquid
20250046,2025,NO,EQUIPMENT FAILURE,35.134508,-102.073448,TX,16174,,CARBON STEEL,1964,ONSHORE COMPRESSOR STATION EQUIPMENT AND PIPING,290158.24346546823,1,2.8,6.76,gas
20110237,2011,NO,OTHER ACCIDENT CAUSE,29.781516,-90.523835,LA,1586,,,,"ONSHORE PIPELINE, INCLUDING VALVE SITES",913675.8275695594,0,0.0,0.0,hazardous_liquid
20190053,2019,NO,INCORRECT OPERATION,32.01347,-102.016347,TX,76500,,CARBON STEEL,2019,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,273339.39729856513,124,4.8,5.362785483870968,hazardous_liquid
20220222,2022,NO,EQUIPMENT FAILURE,38.352573,-91.323912,MO,25716,,MATERIAL OTHER THAN CARBON STEEL,2016,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,743215.6818773854,702,5.0,4.994105413105413,hazardous_liquid
20150452,2015,NO,INCORRECT OPERATION,29.252008,-89.96813,LA,10000,,MATERIAL OTHER THAN CARBON STEEL,UNKNOWN,"ONSHORE BREAKOUT TANK OR STORAGE VESSEL, INCLUDING ATTACHED APPURTENANCES",992534.4210225177,0,0.0,0.0,hazardous_liquid
20120114,2012,YES,EQUIPMENT FAILURE,38.79106,-89.08415,IL,120400,,MATERIAL OTHER THAN CARBON STEEL,1975,"ONSHORE BREAKOUT TANK OR STORAGE VESSEL, INCLUDING ATTACHED APPURTENANCES",938159.240157448,3,3.3,8.93,hazardous_liquid
20180079,2018,YES,CORROSION FAILURE,28.46183333,-90.90866666,,1941653,16.0,CARBON STEEL,1983,"OFFSHORE PIPELINE, INCLUDING RISER AND RISER BEND",985451.4306390595,0,0.0,0.0,gas
20140008,2013,NO,EQUIPMENT FAILURE,39.908284,-108.294385,CO,21565,,CARBON STEEL,,"ONSHORE PIPELINE, INCLUDING VALVE SITES",98564.62068285917,5,4.1,4.228,gas
20120311,2012,YES,EXCAVATION DAMAGE,35.05097,-85.33488,TN,1285800,12.75,CARBON STEEL,1972,"ONSHORE PIPELINE, INCLUDING VALVE SITES",1184689.3048864808,1915,5.7,5.30116501305483,hazardous_liquid
20120364,2012,YES,OTHER ACCIDENT CAUSE,41.68411,-91.5701,IA,158100,,CARBON STEEL,1955,"ONSHORE BREAKOUT TANK OR STORAGE VESSEL, INCLUDING ATTACHED APPURTENANCES",891991.9522345983,3,3.2,14.783333333333333,hazardous_liquid
20130015,2012,YES,CORROSION FAILURE,37.05446,-96.18822,KS,1513925,8.625,CARBON STEEL,1940,"ONSHORE PIPELINE, INCLUDING VALVE SITES",322292.3789396524,2068,5.0,5.341645067698259,hazardous_liquid
20220024,2022,YES,EQUIPMENT FAILURE,40.1615089,-75.20029591,PA,151117,,CARBON STEEL,1970,"ONSHORE PIPELINE, INCLUDING VALVE SITES",2124516.845594101,9,3.4,8.94111111111111,gas
20160104,2016,YES,EQUIPMENT FAILURE,29.701113,-94.967825,TX,750,,CARBON STEEL,1992,"ONSHORE PIPELINE, INCLUDING VALVE SITES",638283.0526038082,20,3.3,4.765,hazardous_liquid
20210025,2021,NO,EQUIPMENT FAILURE,41.870188,-77.994192,PA,69008,,CARBON STEEL,UNKNOWN,"BELOWGROUND STORAGE, INCLUDING ASSOCIATED EQUIPMENT AND PIPING",1939308.2496125302,4,3.2,6.05,gas
20170006,2016,NO,INCORRECT OPERATION,29.79489,-95.28466,TX,3700,,CARBON STEEL,2013,ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,614855.8257628432,33,4.3,4.595151515151516,hazardous_liquid
20190011,2019,NO,OTHER INCIDENT CAUSE,35.396594,-110.33538,AZ,26179,,CARBON STEEL,UNKNOWN,ONSHORE COMPRESSOR STATION EQUIPMENT AND PIPING,71259.92620058017,0,0.0,0.0,gas
20250184,2025,YES,OTHER ACCIDENT CAUSE,40.65098888,-74.11825,NJ,508505,,CARBON STEEL,1997,"ONSHORE BREAKOUT TANK OR STORAGE VESSEL, INCLUDING ATTACHED APPURTENANCES",2223953.572455993,78,3.9,8.06423076923077,hazardous_liquid
